body;x-coordinate;y-coordinate;z-coordinate
jupiter;2.06095;-4.73954;-0.0265361
saturn;-8.93946;2.80475;0.30717
uranus;19.8398;-3.18125;-0.269243
neptune;24.0042;-18.0254;-0.181521
sun;0.00682606;0.00285991;-0.000255769
jupiter;2.08578;-4.72714;-0.0271432
saturn;-8.94665;2.78532;0.307793
uranus;19.842;-3.1677;-0.269221
neptune;24.0111;-18.0162;-0.181869
sun;0.00680401;0.00285243;-0.000255351
jupiter;2.11055;-4.71461;-0.0277496
saturn;-8.95379;2.76588;0.308415
uranus;19.8441;-3.15416;-0.269199
neptune;24.0179;-18.0069;-0.182216
sun;0.006782;0.00284482;-0.000254933
jupiter;2.13525;-4.70193;-0.0283552
saturn;-8.96088;2.74643;0.309036
uranus;19.8463;-3.14061;-0.269177
neptune;24.0247;-17.9976;-0.182563
sun;0.00676004;0.00283709;-0.000254516
jupiter;2.1599;-4.68913;-0.02896
saturn;-8.96794;2.72697;0.309655
uranus;19.8485;-3.12706;-0.269154
neptune;24.0315;-17.9883;-0.182911
sun;0.00673813;0.00282923;-0.000254099
jupiter;2.18448;-4.67618;-0.0295639
saturn;-8.97495;2.70749;0.310272
uranus;19.8506;-3.11351;-0.269132
neptune;24.0383;-17.9791;-0.183258
sun;0.00671627;0.00282125;-0.000253682
jupiter;2.20901;-4.66311;-0.0301671
saturn;-8.98192;2.688;0.310889
uranus;19.8527;-3.09996;-0.26911
neptune;24.0451;-17.9698;-0.183605
sun;0.00669445;0.00281314;-0.000253266
jupiter;2.23346;-4.6499;-0.0307693
saturn;-8.98884;2.66849;0.311503
uranus;19.8548;-3.08641;-0.269087
neptune;24.0519;-17.9605;-0.183952
sun;0.00667269;0.00280491;-0.00025285
jupiter;2.25786;-4.63656;-0.0313707
saturn;-8.99573;2.64898;0.312116
uranus;19.857;-3.07285;-0.269064
neptune;24.0587;-17.9512;-0.1843
sun;0.00665097;0.00279655;-0.000252435
jupiter;2.28219;-4.62308;-0.0319712
saturn;-9.00257;2.62945;0.312728
uranus;19.8591;-3.0593;-0.269041
neptune;24.0655;-17.9419;-0.184647
sun;0.00662931;0.00278808;-0.00025202
jupiter;2.30645;-4.60947;-0.0325708
saturn;-9.00936;2.60991;0.313338
uranus;19.8612;-3.04574;-0.269018
neptune;24.0722;-17.9327;-0.184994
sun;0.00660769;0.00277947;-0.000251605
jupiter;2.33065;-4.59572;-0.0331694
saturn;-9.01612;2.59035;0.313947
uranus;19.8632;-3.03218;-0.268995
neptune;24.079;-17.9234;-0.185341
sun;0.00658613;0.00277075;-0.000251191
jupiter;2.35478;-4.58185;-0.0337671
saturn;-9.02283;2.57079;0.314554
uranus;19.8653;-3.01862;-0.268972
neptune;24.0858;-17.9141;-0.185688
sun;0.00656463;0.0027619;-0.000250778
jupiter;2.37884;-4.56784;-0.0343638
saturn;-9.02949;2.55121;0.315159
uranus;19.8674;-3.00506;-0.268948
neptune;24.0926;-17.9048;-0.186035
sun;0.00654317;0.00275292;-0.000250365
jupiter;2.40283;-4.5537;-0.0349596
saturn;-9.03612;2.53162;0.315763
uranus;19.8694;-2.9915;-0.268925
neptune;24.0993;-17.8955;-0.186382
sun;0.00652177;0.00274383;-0.000249953
jupiter;2.42676;-4.53943;-0.0355543
saturn;-9.0427;2.51201;0.316366
uranus;19.8715;-2.97793;-0.268901
neptune;24.1061;-17.8862;-0.186729
sun;0.00650043;0.00273461;-0.000249541
jupiter;2.45061;-4.52502;-0.036148
saturn;-9.04924;2.4924;0.316967
uranus;19.8735;-2.96436;-0.268877
neptune;24.1129;-17.8769;-0.187076
sun;0.00647914;0.00272527;-0.000249129
jupiter;2.4744;-4.51049;-0.0367407
saturn;-9.05574;2.47277;0.317567
uranus;19.8755;-2.9508;-0.268853
neptune;24.1196;-17.8676;-0.187423
sun;0.00645791;0.00271581;-0.000248719
jupiter;2.49811;-4.49582;-0.0373323
saturn;-9.06219;2.45314;0.318165
uranus;19.8775;-2.93723;-0.268829
neptune;24.1264;-17.8582;-0.18777
sun;0.00643674;0.00270623;-0.000248309
jupiter;2.52175;-4.48102;-0.0379228
saturn;-9.0686;2.43349;0.318761
uranus;19.8795;-2.92366;-0.268805
neptune;24.1331;-17.8489;-0.188117
sun;0.00641562;0.00269653;-0.000247899
jupiter;2.54532;-4.46609;-0.0385122
saturn;-9.07496;2.41382;0.319356
uranus;19.8815;-2.91008;-0.26878
neptune;24.1399;-17.8396;-0.188464
sun;0.00639456;0.0026867;-0.00024749
jupiter;2.56881;-4.45104;-0.0391006
saturn;-9.08129;2.39415;0.31995
uranus;19.8835;-2.89651;-0.268756
neptune;24.1466;-17.8303;-0.188811
sun;0.00637356;0.00267676;-0.000247082
jupiter;2.59223;-4.43585;-0.0396878
saturn;-9.08756;2.37447;0.320542
uranus;19.8855;-2.88294;-0.268731
neptune;24.1534;-17.821;-0.189158
sun;0.00635263;0.00266669;-0.000246675
jupiter;2.61557;-4.42053;-0.0402738
saturn;-9.0938;2.35477;0.321132
uranus;19.8875;-2.86936;-0.268707
neptune;24.1601;-17.8117;-0.189504
sun;0.00633175;0.0026565;-0.000246268
jupiter;2.63884;-4.40509;-0.0408587
saturn;-9.09999;2.33506;0.321721
uranus;19.8894;-2.85578;-0.268682
neptune;24.1668;-17.8023;-0.189851
sun;0.00631094;0.0026462;-0.000245862
jupiter;2.66203;-4.38952;-0.0414424
saturn;-9.10614;2.31535;0.322309
uranus;19.8914;-2.8422;-0.268657
neptune;24.1736;-17.793;-0.190198
sun;0.00629018;0.00263577;-0.000245456
jupiter;2.68514;-4.37381;-0.0420249
saturn;-9.11225;2.29562;0.322895
uranus;19.8933;-2.82862;-0.268631
neptune;24.1803;-17.7837;-0.190545
sun;0.00626949;0.00262523;-0.000245052
jupiter;2.70817;-4.35799;-0.0426061
saturn;-9.11832;2.27588;0.323479
uranus;19.8952;-2.81504;-0.268606
neptune;24.187;-17.7743;-0.190891
sun;0.00624887;0.00261456;-0.000244648
jupiter;2.73113;-4.34203;-0.0431862
saturn;-9.12434;2.25613;0.324062
uranus;19.8972;-2.80146;-0.268581
neptune;24.1938;-17.765;-0.191238
sun;0.0062283;0.00260378;-0.000244244
jupiter;2.754;-4.32594;-0.0437649
saturn;-9.13031;2.23637;0.324643
uranus;19.8991;-2.78787;-0.268555
neptune;24.2005;-17.7557;-0.191585
sun;0.00620781;0.00259288;-0.000243842
jupiter;2.7768;-4.30973;-0.0443424
saturn;-9.13625;2.21659;0.325223
uranus;19.901;-2.77429;-0.26853
neptune;24.2072;-17.7463;-0.191931
sun;0.00618738;0.00258186;-0.00024344
jupiter;2.79951;-4.2934;-0.0449187
saturn;-9.14214;2.19681;0.325801
uranus;19.9029;-2.7607;-0.268504
neptune;24.2139;-17.737;-0.192278
sun;0.00616701;0.00257073;-0.00024304
jupiter;2.82214;-4.27693;-0.0454936
saturn;-9.14798;2.17702;0.326378
uranus;19.9047;-2.74711;-0.268478
neptune;24.2206;-17.7276;-0.192624
sun;0.00614671;0.00255948;-0.00024264
jupiter;2.84469;-4.26034;-0.0460671
saturn;-9.15379;2.15722;0.326953
uranus;19.9066;-2.73352;-0.268452
neptune;24.2273;-17.7183;-0.192971
sun;0.00612648;0.00254811;-0.000242241
jupiter;2.86716;-4.24363;-0.0466393
saturn;-9.15955;2.1374;0.327526
uranus;19.9085;-2.71993;-0.268426
neptune;24.234;-17.7089;-0.193317
sun;0.00610632;0.00253662;-0.000241843
jupiter;2.88954;-4.22679;-0.0472102
saturn;-9.16527;2.11758;0.328098
uranus;19.9103;-2.70634;-0.268399
neptune;24.2407;-17.6996;-0.193664
sun;0.00608623;0.00252502;-0.000241445
jupiter;2.91184;-4.20982;-0.0477797
saturn;-9.17094;2.09775;0.328669
uranus;19.9122;-2.69274;-0.268373
neptune;24.2474;-17.6902;-0.19401
sun;0.00606621;0.0025133;-0.000241049
jupiter;2.93405;-4.19274;-0.0483477
saturn;-9.17657;2.0779;0.329238
uranus;19.914;-2.67915;-0.268346
neptune;24.2541;-17.6809;-0.194357
sun;0.00604626;0.00250147;-0.000240653
jupiter;2.95617;-4.17553;-0.0489144
saturn;-9.18216;2.05805;0.329805
uranus;19.9158;-2.66555;-0.26832
neptune;24.2608;-17.6715;-0.194703
sun;0.00602638;0.00248952;-0.000240259
jupiter;2.97821;-4.15819;-0.0494796
saturn;-9.1877;2.03819;0.330371
uranus;19.9176;-2.65195;-0.268293
neptune;24.2675;-17.6621;-0.195049
sun;0.00600657;0.00247745;-0.000239865
jupiter;3.00016;-4.14073;-0.0500434
saturn;-9.1932;2.01832;0.330935
uranus;19.9194;-2.63835;-0.268266
neptune;24.2741;-17.6528;-0.195396
sun;0.00598683;0.00246528;-0.000239472
jupiter;3.02202;-4.12315;-0.0506057
saturn;-9.19866;1.99843;0.331498
uranus;19.9212;-2.62475;-0.268239
neptune;24.2808;-17.6434;-0.195742
sun;0.00596717;0.00245298;-0.000239081
jupiter;3.0438;-4.10545;-0.0511665
saturn;-9.20407;1.97854;0.332059
uranus;19.923;-2.61115;-0.268211
neptune;24.2875;-17.634;-0.196088
sun;0.00594759;0.00244058;-0.00023869
jupiter;3.06548;-4.08763;-0.0517258
saturn;-9.20944;1.95864;0.332619
uranus;19.9248;-2.59755;-0.268184
neptune;24.2941;-17.6247;-0.196434
sun;0.00592807;0.00242806;-0.0002383
jupiter;3.08707;-4.06968;-0.0522835
saturn;-9.21477;1.93873;0.333177
uranus;19.9265;-2.58394;-0.268156
neptune;24.3008;-17.6153;-0.196781
sun;0.00590863;0.00241543;-0.000237912
jupiter;3.10857;-4.05162;-0.0528398
saturn;-9.22005;1.91881;0.333733
uranus;19.9283;-2.57034;-0.268129
neptune;24.3075;-17.6059;-0.197127
sun;0.00588927;0.00240268;-0.000237524
jupiter;3.12998;-4.03343;-0.0533944
saturn;-9.22529;1.89889;0.334288
uranus;19.93;-2.55673;-0.268101
neptune;24.3141;-17.5965;-0.197473
sun;0.00586999;0.00238983;-0.000237138
jupiter;3.15129;-4.01513;-0.0539475
saturn;-9.23048;1.87895;0.334841
uranus;19.9318;-2.54312;-0.268073
neptune;24.3208;-17.5871;-0.197819
sun;0.00585078;0.00237686;-0.000236752
jupiter;3.17252;-3.9967;-0.054499
saturn;-9.23564;1.859;0.335393
uranus;19.9335;-2.52951;-0.268045
neptune;24.3274;-17.5777;-0.198165
sun;0.00583165;0.00236378;-0.000236368
jupiter;3.19364;-3.97816;-0.0550489
saturn;-9.24075;1.83905;0.335943
uranus;19.9352;-2.5159;-0.268017
neptune;24.3341;-17.5683;-0.198511
sun;0.0058126;0.00235059;-0.000235985
jupiter;3.21468;-3.95949;-0.0555971
saturn;-9.24581;1.81908;0.336491
uranus;19.9369;-2.50229;-0.267989
neptune;24.3407;-17.559;-0.198857
sun;0.00579363;0.00233729;-0.000235602
jupiter;3.23562;-3.94071;-0.0561437
saturn;-9.25083;1.79911;0.337038
uranus;19.9386;-2.48868;-0.26796
neptune;24.3474;-17.5496;-0.199203
sun;0.00577474;0.00232388;-0.000235221
jupiter;3.25646;-3.92182;-0.0566887
saturn;-9.25581;1.77913;0.337584
uranus;19.9403;-2.47507;-0.267932
neptune;24.354;-17.5402;-0.199549
sun;0.00575593;0.00231036;-0.000234842
jupiter;3.2772;-3.9028;-0.0572319
saturn;-9.26075;1.75914;0.338127
uranus;19.942;-2.46145;-0.267903
neptune;24.3606;-17.5308;-0.199895
sun;0.0057372;0.00229673;-0.000234463
jupiter;3.29785;-3.88367;-0.0577735
saturn;-9.26564;1.73915;0.338669
uranus;19.9436;-2.44783;-0.267874
neptune;24.3673;-17.5214;-0.200241
sun;0.00571855;0.00228299;-0.000234086
jupiter;3.3184;-3.86442;-0.0583133
saturn;-9.27049;1.71914;0.33921
uranus;19.9453;-2.43422;-0.267845
neptune;24.3739;-17.512;-0.200587
sun;0.00569999;0.00226915;-0.000233709
jupiter;3.33884;-3.84506;-0.0588514
saturn;-9.27529;1.69913;0.339749
uranus;19.9469;-2.4206;-0.267816
neptune;24.3805;-17.5025;-0.200933
sun;0.00568151;0.0022552;-0.000233334
jupiter;3.35919;-3.82558;-0.0593877
saturn;-9.28005;1.67911;0.340286
uranus;19.9486;-2.40698;-0.267787
neptune;24.3871;-17.4931;-0.201279
sun;0.00566311;0.00224113;-0.000232961
jupiter;3.37944;-3.80599;-0.0599223
saturn;-9.28477;1.65908;0.340822
uranus;19.9502;-2.39336;-0.267758
neptune;24.3937;-17.4837;-0.201624
sun;0.0056448;0.00222697;-0.000232588
jupiter;3.39959;-3.78628;-0.0604551
saturn;-9.28944;1.63904;0.341356
uranus;19.9518;-2.37973;-0.267728
neptune;24.4003;-17.4743;-0.20197
sun;0.00562657;0.00221269;-0.000232217
jupiter;3.41964;-3.76646;-0.060986
saturn;-9.29407;1.619;0.341889
uranus;19.9534;-2.36611;-0.267699
neptune;24.407;-17.4649;-0.202316
sun;0.00560843;0.00219831;-0.000231847
jupiter;3.43958;-3.74652;-0.0615152
saturn;-9.29866;1.59895;0.34242
uranus;19.955;-2.35248;-0.267669
neptune;24.4136;-17.4555;-0.202662
sun;0.00559038;0.00218383;-0.000231478
jupiter;3.45942;-3.72648;-0.0620425
saturn;-9.3032;1.57889;0.342949
uranus;19.9566;-2.33886;-0.267639
neptune;24.4202;-17.446;-0.203007
sun;0.00557241;0.00216923;-0.000231111
jupiter;3.47916;-3.70632;-0.0625679
saturn;-9.3077;1.55882;0.343477
uranus;19.9582;-2.32523;-0.267609
neptune;24.4268;-17.4366;-0.203353
sun;0.00555453;0.00215454;-0.000230745
jupiter;3.49879;-3.68605;-0.0630915
saturn;-9.31216;1.53875;0.344003
uranus;19.9597;-2.3116;-0.267579
neptune;24.4333;-17.4272;-0.203698
sun;0.00553674;0.00213974;-0.00023038
jupiter;3.51832;-3.66567;-0.0636132
saturn;-9.31657;1.51867;0.344528
uranus;19.9613;-2.29797;-0.267549
neptune;24.4399;-17.4178;-0.204044
sun;0.00551904;0.00212483;-0.000230017
jupiter;3.53774;-3.64517;-0.0641329
saturn;-9.32094;1.49858;0.345051
uranus;19.9629;-2.28434;-0.267518
neptune;24.4465;-17.4083;-0.20439
sun;0.00550143;0.00210983;-0.000229655
jupiter;3.55705;-3.62457;-0.0646508
saturn;-9.32526;1.47848;0.345572
uranus;19.9644;-2.27071;-0.267488
neptune;24.4531;-17.3989;-0.204735
sun;0.00548391;0.00209472;-0.000229295
jupiter;3.57626;-3.60386;-0.0651667
saturn;-9.32954;1.45838;0.346092
uranus;19.9659;-2.25708;-0.267457
neptune;24.4597;-17.3894;-0.205081
sun;0.00546648;0.00207951;-0.000228936
jupiter;3.59536;-3.58304;-0.0656806
saturn;-9.33378;1.43827;0.34661
uranus;19.9674;-2.24345;-0.267426
neptune;24.4663;-17.38;-0.205426
sun;0.00544914;0.00206419;-0.000228578
jupiter;3.61435;-3.56211;-0.0661925
saturn;-9.33797;1.41816;0.347126
uranus;19.969;-2.22981;-0.267396
neptune;24.4728;-17.3706;-0.205772
sun;0.00543189;0.00204878;-0.000228222
jupiter;3.63323;-3.54108;-0.0667025
saturn;-9.34212;1.39803;0.347641
uranus;19.9705;-2.21618;-0.267365
neptune;24.4794;-17.3611;-0.206117
sun;0.00541474;0.00203326;-0.000227867
jupiter;3.652;-3.51993;-0.0672104
saturn;-9.34623;1.3779;0.348154
uranus;19.9719;-2.20254;-0.267333
neptune;24.486;-17.3517;-0.206462
sun;0.00539768;0.00201765;-0.000227514
jupiter;3.67067;-3.49868;-0.0677164
saturn;-9.35029;1.35777;0.348666
uranus;19.9734;-2.1889;-0.267302
neptune;24.4925;-17.3422;-0.206808
sun;0.00538072;0.00200193;-0.000227162
jupiter;3.68922;-3.47733;-0.0682202
saturn;-9.35431;1.33763;0.349176
uranus;19.9749;-2.17526;-0.267271
neptune;24.4991;-17.3328;-0.207153
sun;0.00536385;0.00198612;-0.000226812
jupiter;3.70765;-3.45586;-0.068722
saturn;-9.35829;1.31748;0.349684
uranus;19.9764;-2.16162;-0.267239
neptune;24.5056;-17.3233;-0.207498
sun;0.00534707;0.0019702;-0.000226464
jupiter;3.72598;-3.4343;-0.0692218
saturn;-9.36222;1.29733;0.350191
uranus;19.9778;-2.14798;-0.267207
neptune;24.5122;-17.3138;-0.207844
sun;0.00533039;0.00195419;-0.000226116
jupiter;3.74419;-3.41263;-0.0697194
saturn;-9.36611;1.27717;0.350696
uranus;19.9792;-2.13434;-0.267176
neptune;24.5187;-17.3044;-0.208189
sun;0.00531381;0.00193808;-0.000225771
jupiter;3.76229;-3.39085;-0.0702149
saturn;-9.36995;1.257;0.3512
uranus;19.9807;-2.12069;-0.267144
neptune;24.5253;-17.2949;-0.208534
sun;0.00529733;0.00192188;-0.000225427
jupiter;3.78028;-3.36897;-0.0707083
saturn;-9.37376;1.23683;0.351701
uranus;19.9821;-2.10705;-0.267112
neptune;24.5318;-17.2855;-0.208879
sun;0.00528094;0.00190558;-0.000225084
jupiter;3.79815;-3.34699;-0.0711996
saturn;-9.37751;1.21665;0.352202
uranus;19.9835;-2.0934;-0.267079
neptune;24.5383;-17.276;-0.209224
sun;0.00526465;0.00188918;-0.000224744
jupiter;3.8159;-3.32491;-0.0716887
saturn;-9.38123;1.19647;0.3527
uranus;19.9849;-2.07976;-0.267047
neptune;24.5449;-17.2665;-0.209569
sun;0.00524846;0.00187268;-0.000224404
jupiter;3.83354;-3.30272;-0.0721756
saturn;-9.3849;1.17628;0.353197
uranus;19.9863;-2.06611;-0.267015
neptune;24.5514;-17.257;-0.209914
sun;0.00523237;0.0018561;-0.000224067
jupiter;3.85106;-3.28044;-0.0726603
saturn;-9.38852;1.15608;0.353692
uranus;19.9877;-2.05246;-0.266982
neptune;24.5579;-17.2476;-0.210259
sun;0.00521639;0.00183941;-0.000223731
jupiter;3.86847;-3.25805;-0.0731428
saturn;-9.39211;1.13588;0.354186
uranus;19.9891;-2.03881;-0.266949
neptune;24.5645;-17.2381;-0.210604
sun;0.0052005;0.00182264;-0.000223397
jupiter;3.88576;-3.23557;-0.073623
saturn;-9.39565;1.11568;0.354678
uranus;19.9904;-2.02516;-0.266917
neptune;24.571;-17.2286;-0.210949
sun;0.00518471;0.00180577;-0.000223064
jupiter;3.90292;-3.21298;-0.0741011
saturn;-9.39914;1.09547;0.355168
uranus;19.9918;-2.01151;-0.266884
neptune;24.5775;-17.2191;-0.211294
sun;0.00516903;0.0017888;-0.000222733
jupiter;3.91997;-3.1903;-0.0745768
saturn;-9.40259;1.07525;0.355657
uranus;19.9931;-1.99786;-0.26685
neptune;24.584;-17.2096;-0.211639
sun;0.00515344;0.00177175;-0.000222404
jupiter;3.9369;-3.16752;-0.0750503
saturn;-9.406;1.05503;0.356144
uranus;19.9945;-1.98421;-0.266817
neptune;24.5905;-17.2001;-0.211984
sun;0.00513796;0.0017546;-0.000222077
jupiter;3.95371;-3.14464;-0.0755215
saturn;-9.40936;1.03481;0.356629
uranus;19.9958;-1.97055;-0.266784
neptune;24.597;-17.1906;-0.212329
sun;0.00512259;0.00173736;-0.000221751
jupiter;3.97039;-3.12167;-0.0759904
saturn;-9.41269;1.01458;0.357113
uranus;19.9971;-1.9569;-0.26675
neptune;24.6035;-17.1811;-0.212674
sun;0.00510732;0.00172004;-0.000221427
jupiter;3.98696;-3.0986;-0.0764569
saturn;-9.41596;0.994343;0.357595
uranus;19.9984;-1.94324;-0.266717
neptune;24.61;-17.1717;-0.213019
sun;0.00509215;0.00170262;-0.000221105
jupiter;4.0034;-3.07543;-0.0769212
saturn;-9.4192;0.974104;0.358075
uranus;19.9997;-1.92958;-0.266683
neptune;24.6165;-17.1622;-0.213363
sun;0.00507709;0.00168511;-0.000220784
jupiter;4.01972;-3.05218;-0.077383
saturn;-9.42239;0.953861;0.358554
uranus;20.001;-1.91592;-0.266649
neptune;24.623;-17.1526;-0.213708
sun;0.00506214;0.00166752;-0.000220466
jupiter;4.03592;-3.02882;-0.0778425
saturn;-9.42553;0.933612;0.359031
uranus;20.0023;-1.90227;-0.266615
neptune;24.6295;-17.1431;-0.214053
sun;0.00504729;0.00164984;-0.000220149
jupiter;4.05199;-3.00538;-0.0782996
saturn;-9.42863;0.91336;0.359506
uranus;20.0035;-1.88861;-0.266581
neptune;24.6359;-17.1336;-0.214398
sun;0.00503255;0.00163207;-0.000219834
jupiter;4.06794;-2.98184;-0.0787543
saturn;-9.43169;0.893103;0.35998
uranus;20.0048;-1.87494;-0.266547
neptune;24.6424;-17.1241;-0.214742
sun;0.00501791;0.00161421;-0.000219521
jupiter;4.08376;-2.9582;-0.0792066
saturn;-9.43471;0.872843;0.360452
uranus;20.006;-1.86128;-0.266512
neptune;24.6489;-17.1146;-0.215087
sun;0.00500339;0.00159627;-0.00021921
jupiter;4.09946;-2.93448;-0.0796564
saturn;-9.43768;0.852578;0.360923
uranus;20.0073;-1.84762;-0.266478
neptune;24.6554;-17.1051;-0.215431
sun;0.00498897;0.00157824;-0.0002189
jupiter;4.11503;-2.91067;-0.0801038
saturn;-9.44061;0.832309;0.361391
uranus;20.0085;-1.83396;-0.266443
neptune;24.6618;-17.0956;-0.215776
sun;0.00497466;0.00156012;-0.000218593
jupiter;4.13047;-2.88677;-0.0805487
saturn;-9.44349;0.812036;0.361858
uranus;20.0097;-1.82029;-0.266408
neptune;24.6683;-17.0861;-0.21612
sun;0.00496047;0.00154192;-0.000218287
jupiter;4.14579;-2.86277;-0.0809912
saturn;-9.44633;0.79176;0.362324
uranus;20.0109;-1.80663;-0.266373
neptune;24.6748;-17.0765;-0.216465
sun;0.00494638;0.00152364;-0.000217983
jupiter;4.16098;-2.83869;-0.0814311
saturn;-9.44913;0.77148;0.362787
uranus;20.0121;-1.79296;-0.266338
neptune;24.6812;-17.067;-0.216809
sun;0.0049324;0.00150528;-0.000217682
jupiter;4.17604;-2.81452;-0.0818685
saturn;-9.45188;0.751196;0.363249
uranus;20.0133;-1.77929;-0.266303
neptune;24.6877;-17.0575;-0.217154
sun;0.00491854;0.00148683;-0.000217382
jupiter;4.19097;-2.79027;-0.0823034
saturn;-9.45459;0.730909;0.36371
uranus;20.0145;-1.76563;-0.266268
neptune;24.6941;-17.048;-0.217498
sun;0.00490479;0.0014683;-0.000217084
jupiter;4.20577;-2.76593;-0.0827358
saturn;-9.45726;0.710619;0.364168
uranus;20.0157;-1.75196;-0.266232
neptune;24.7006;-17.0384;-0.217843
sun;0.00489115;0.00144969;-0.000216788
jupiter;4.22044;-2.7415;-0.0831656
saturn;-9.45988;0.690325;0.364625
uranus;20.0168;-1.73829;-0.266197
neptune;24.707;-17.0289;-0.218187
sun;0.00487762;0.001431;-0.000216494
jupiter;4.23498;-2.71699;-0.0835928
saturn;-9.46246;0.670028;0.365081
uranus;20.018;-1.72462;-0.266161
neptune;24.7134;-17.0194;-0.218531
sun;0.0048642;0.00141223;-0.000216202
jupiter;4.24939;-2.69239;-0.0840174
saturn;-9.46499;0.649729;0.365534
uranus;20.0191;-1.71095;-0.266125
neptune;24.7199;-17.0098;-0.218875
sun;0.0048509;0.00139338;-0.000215912
jupiter;4.26367;-2.66771;-0.0844395
saturn;-9.46748;0.629426;0.365986
uranus;20.0202;-1.69727;-0.266089
neptune;24.7263;-17.0003;-0.21922
sun;0.00483772;0.00137445;-0.000215624
jupiter;4.27781;-2.64294;-0.0848589
saturn;-9.46993;0.60912;0.366436
uranus;20.0214;-1.6836;-0.266053
neptune;24.7327;-16.9907;-0.219564
sun;0.00482465;0.00135545;-0.000215339
jupiter;4.29182;-2.6181;-0.0852757
saturn;-9.47233;0.588811;0.366885
uranus;20.0225;-1.66993;-0.266017
neptune;24.7392;-16.9812;-0.219908
sun;0.00481169;0.00133636;-0.000215055
jupiter;4.3057;-2.59317;-0.0856898
saturn;-9.47469;0.5685;0.367332
uranus;20.0236;-1.65625;-0.265981
neptune;24.7456;-16.9716;-0.220252
sun;0.00479886;0.0013172;-0.000214773
jupiter;4.31944;-2.56816;-0.0861013
saturn;-9.47701;0.548186;0.367777
uranus;20.0247;-1.64258;-0.265944
neptune;24.752;-16.9621;-0.220596
sun;0.00478613;0.00129797;-0.000214493
jupiter;4.33305;-2.54307;-0.0865101
saturn;-9.47928;0.527869;0.368221
uranus;20.0257;-1.6289;-0.265907
neptune;24.7584;-16.9525;-0.22094
sun;0.00477353;0.00127866;-0.000214216
jupiter;4.34653;-2.5179;-0.0869162
saturn;-9.48151;0.507551;0.368662
uranus;20.0268;-1.61522;-0.265871
neptune;24.7648;-16.943;-0.221284
sun;0.00476104;0.00125927;-0.00021394
jupiter;4.35987;-2.49266;-0.0873196
saturn;-9.4837;0.487229;0.369102
uranus;20.0279;-1.60155;-0.265834
neptune;24.7712;-16.9334;-0.221628
sun;0.00474867;0.00123981;-0.000213667
jupiter;4.37307;-2.46733;-0.0877203
saturn;-9.48584;0.466906;0.369541
uranus;20.0289;-1.58787;-0.265797
neptune;24.7776;-16.9238;-0.221972
sun;0.00473642;0.00122028;-0.000213396
jupiter;4.38614;-2.44193;-0.0881182
saturn;-9.48794;0.44658;0.369978
uranus;20.03;-1.57419;-0.26576
neptune;24.784;-16.9143;-0.222316
sun;0.00472429;0.00120068;-0.000213127
jupiter;4.39907;-2.41645;-0.0885134
saturn;-9.48999;0.426253;0.370413
uranus;20.031;-1.56051;-0.265722
neptune;24.7904;-16.9047;-0.22266
sun;0.00471227;0.001181;-0.00021286
jupiter;4.41186;-2.3909;-0.0889059
saturn;-9.49201;0.405923;0.370846
uranus;20.032;-1.54683;-0.265685
neptune;24.7968;-16.8951;-0.223004
sun;0.00470038;0.00116125;-0.000212595
jupiter;4.42451;-2.36527;-0.0892955
saturn;-9.49397;0.385592;0.371277
uranus;20.033;-1.53314;-0.265648
neptune;24.8032;-16.8856;-0.223348
sun;0.00468861;0.00114143;-0.000212332
jupiter;4.43703;-2.33957;-0.0896824
saturn;-9.4959;0.365258;0.371707
uranus;20.034;-1.51946;-0.26561
neptune;24.8096;-16.876;-0.223692
sun;0.00467696;0.00112154;-0.000212072
jupiter;4.44941;-2.31379;-0.0900665
saturn;-9.49778;0.344923;0.372136
uranus;20.035;-1.50578;-0.265572
neptune;24.816;-16.8664;-0.224035
sun;0.00466543;0.00110159;-0.000211814
jupiter;4.46165;-2.28794;-0.0904477
saturn;-9.49962;0.324587;0.372562
uranus;20.036;-1.4921;-0.265534
neptune;24.8223;-16.8568;-0.224379
sun;0.00465402;0.00108156;-0.000211558
jupiter;4.47374;-2.26202;-0.0908261
saturn;-9.50141;0.304249;0.372987
uranus;20.037;-1.47841;-0.265496
neptune;24.8287;-16.8473;-0.224723
sun;0.00464273;0.00106147;-0.000211304
jupiter;4.4857;-2.23603;-0.0912017
saturn;-9.50316;0.28391;0.37341
uranus;20.0379;-1.46473;-0.265458
neptune;24.8351;-16.8377;-0.225067
sun;0.00463157;0.00104131;-0.000211053
jupiter;4.49752;-2.20997;-0.0915744
saturn;-9.50487;0.263569;0.373831
uranus;20.0389;-1.45104;-0.26542
neptune;24.8415;-16.8281;-0.22541
sun;0.00462052;0.00102108;-0.000210804
jupiter;4.50919;-2.18384;-0.0919443
saturn;-9.50653;0.243227;0.374251
uranus;20.0398;-1.43735;-0.265381
neptune;24.8478;-16.8185;-0.225754
sun;0.00460961;0.00100079;-0.000210557
jupiter;4.52073;-2.15764;-0.0923113
saturn;-9.50815;0.222884;0.374669
uranus;20.0408;-1.42367;-0.265343
neptune;24.8542;-16.8089;-0.226097
sun;0.00459881;0.000980436;-0.000210312
jupiter;4.53212;-2.13137;-0.0926753
saturn;-9.50972;0.20254;0.375085
uranus;20.0417;-1.40998;-0.265304
neptune;24.8605;-16.7993;-0.226441
sun;0.00458814;0.000960016;-0.00021007
jupiter;4.54337;-2.10504;-0.0930365
